"","C_1","C_2","C_3","C_4","C_5","C_6","C_7","C_8","C_9","C_10","C_11","C_12","C_13","C_14","C_15","C_16","C_17","C_18","C_19","C_20","C_21","C_22","C_23","C_24","C_25","C_26","C_27","C_28","C_29","C_30","C_31","C_32","C_33","C_34","C_35","C_36","C_37","C_38","C_39","C_40","C_41","C_42","C_43","C_44","C_45","C_46","C_47","C_48","C_49","C_50","C_51","C_52","C_53","C_54","C_55","C_56","C_57","C_58","C_59","C_60","C_61","C_62","C_63","C_64","C_65","C_66","C_67","C_68","C_69","C_70","C_71","C_72","C_73","C_74","C_75","C_76","C_77","C_78","C_79","C_80","C_81","C_82","C_83","C_84","C_85","C_86","C_87","C_88","C_89","C_90","C_91","C_92","C_93","C_94","C_95","C_96","C_97","C_98","C_99","C_100","C_101","C_102","C_103","C_104","C_105","C_106","C_107","C_108","C_109","C_110","C_111","C_112","C_113","C_114","C_115","C_116","C_117","C_118","C_119","C_120","C_121","C_122","C_123","C_124","C_125","C_126","C_127","C_128","C_129","C_130","C_131","C_132","C_133","C_134","C_135","C_136","C_137","C_138","C_139","C_140","C_141","C_142","C_143","C_144","C_145","C_146","C_147","C_148","C_149","C_150","C_151","C_152","C_153","C_154","C_155","C_156","C_157","C_158","C_159","C_160","C_161","C_162","C_163","C_164","C_165","C_166","C_167","C_168","C_169","C_170","C_171","C_172","C_173","C_174","C_175","C_176","C_177","C_178","C_179","C_180","C_181","C_182","C_183","C_184","C_185","C_186","C_187","C_188","C_189","C_190","C_191","C_192","C_193","C_194","C_195","C_196","C_197","C_198","C_199","C_200","C_201","C_202","C_203","C_204","C_205","C_206","C_207","C_208","C_209","C_210","C_211","C_212","C_213","C_214","C_215","C_216","C_217","C_218","C_219","C_220","C_221","C_222","C_223","C_224","C_225","C_226","C_227","C_228","C_229","C_230","C_231","C_232","C_233","C_234","C_235","C_236","C_237","C_238","C_239","C_240","C_241","C_242","C_243","C_244","C_245","C_246","C_247","C_248","C_249","C_250","C_251","C_252","C_253","C_254","C_255","C_256","C_257","C_258","C_259","C_260","C_261","C_262","C_263","C_264","C_265","C_266","C_267","C_268","C_269","C_270","C_271","C_272","C_273","C_274","C_275","C_276","C_277","C_278","C_279","C_280","C_281","C_282","C_283","C_284","C_285","C_286","C_287","C_288","C_289","C_290","C_291","C_292","C_293","C_294","C_295","C_296","C_297","C_298","C_299","C_300","C_301","C_302","C_303","C_304","C_305","C_306","C_307","C_308","C_309","C_310","C_311","C_312","C_313","C_314","C_315","C_316","C_317","C_318","C_319","C_320","C_321","C_322","C_323","C_324","C_325","C_326","C_327","C_328","C_329","C_330","C_331","C_332","C_333","C_334","C_335","C_336","C_337","C_338","C_339","C_340","C_341","C_342","C_343","C_344","C_345","C_346","C_347","C_348","C_349","C_350","C_351","C_352","C_353","C_354","C_355","C_356","C_357","C_358","C_359","C_360","C_361","C_362","C_363","C_364","C_365","C_366","C_367","C_368","C_369","C_370","C_371","C_372","C_373","C_374","C_375","C_376","C_377","C_378","C_379","C_380","C_381","C_382","C_383","C_384","C_385","C_386","C_387","C_388","C_389","C_390","C_391","C_392","C_393","C_394","C_395","C_396","C_397","C_398","C_399","C_400","C_401","C_402","C_403","C_404","C_405","C_406","C_407","C_408"
"H2-Eb1",0,30086,0,0,1,0,0,0,62791,0,0,0,0,74,0,0,0,87476,0,0,0,0,1,0,0,0,0,0,0,0,18107,0,0,0,0,0,25914,23008,0,0,2,7,0,0,1,103,0,0,0,0,0,0,1,0,0,786,0,0,0,1,1,24092,16973,0,0,0,607,0,0,0,15514,0,1,2272,379,6523,0,182,0,0,0,9,0,0,0,2,0,0,0,9428,0,0,0,0,0,0,0,669,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5996,0,1,15198,2,1,1,0,0,0,0,0,0,0,0,0,0,701,826,0,0,16860,0,517,0,0,0,0,28,0,0,0,67,0,1,0,0,0,0,0,1,0,0,0,0,0,2887,0,0,0,3,0,0,37192,0,0,1,0,0,0,15731,0,0,0,40,0,0,2,0,0,0,0,0,0,1,1,1,42244,0,0,0,1,6382,0,0,0,44,0,91,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,873,144,0,0,0,0,123,10379,0,3245,1,0,0,2,0,0,0,415,0,1,0,71,0,0,206,1,0,0,244,0,0,1,0,1,0,1,2,0,0,0,0,23,63284,58,0,32049,1319,12685,0,0,1,0,2395,376,0,0,1,457,0,0,0,0,0,0,0,1,0,0,0,12356,0,2,418,0,43616,16338,3,0,0,14590,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16063,0,0,0,0,442,0,0,754,0,0,2,12,0,0,0,0,1,0,0,0,0,0,1,327,0,0,0,0,0,0,0,0,57,0,847,1,0,94598,17,0,0,2,0,1,0,0,0,0,7939,0,57,1,3100,0,0,5783,1,1,408,0,0,0,11960,1,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0
"Ccr7",0,6937,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,546,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7878,0,0,0,0,0,0,0,12336,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,16701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9378,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,2955,20,0,1,0,0,0,0,0,0,1,0,1,75,0,0,0,0,2332,0,0,0,962,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,49,0,0,2587,0,0,0,0,401,0,0,5479,0,0,0,952,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,0,0,0,0,0,195,0,0,0,1,52,0,0,0,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,466,0,0,0,348,0,0,0,1,1,0,0,0,0,11,0,0,0,0,0,0,0,0,3271,0,0,5179,0,0,0,21035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6970,0,0,655,124,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Postn",0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,20712,281,0,0,37,0,1,0,0,0,0,0,0,1136,0,0,0,0,0,9,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1239,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1117,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,17,0,0,0,9850,0,0,0,17833,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,638,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,0,0,0,2,0,0,9037,0,0,1,9,336,0,0,0,8,0,2,0,0,0,0,0,3,0,8,0,0,438,0,0,1,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,381,0,0,0,0,0,0,0,0,4967,0,0,0,0,0,0,0
"Plbd1",0,5338,0,0,0,0,0,1,13831,0,0,0,0,0,0,0,0,12722,0,0,0,0,0,0,0,0,0,0,0,0,4303,0,0,0,0,0,10528,6060,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13995,1777,0,0,0,715,0,0,1,2529,0,0,0,0,551,38,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3267,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1559,0,0,2072,0,0,0,0,0,0,13,0,0,1636,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3462,0,0,0,0,1188,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,17,3865,0,431,0,0,0,0,0,0,0,598,0,0,0,122,0,0,80,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4876,15,0,22836,570,5138,0,0,0,0,25,110,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,7388,0,0,88,0,27460,4666,0,0,0,463,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1774,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,613,0,0,0,0,0,0,0,0,0,0,0,8424,0,0,1,0,0,0,0,0,0,0,1645,0,0,0,2,0,0,3173,0,0,873,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H2-Aa",0,52587,0,0,0,0,1,0,105688,1,0,1,0,1,0,0,0,126459,698,0,0,3,1,0,0,0,0,0,0,0,21557,0,0,0,0,1,63347,32827,0,0,1,1,0,0,2,75,0,0,0,0,0,0,0,0,1,749,0,0,0,0,0,47572,27756,0,307,1,2370,1,0,0,14862,0,1,10619,0,8050,0,31,1,0,1,13,0,0,0,1,0,0,0,18188,0,0,0,0,0,2,0,1332,0,0,0,0,0,0,0,1654,0,0,0,0,1,0,0,9680,41,0,27555,0,0,4,0,0,1,0,0,0,0,0,0,0,0,2503,0,0,20941,0,139,1,0,0,0,32,0,0,1,78,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1534,0,0,0,48297,0,0,2,1,1,0,24932,0,1,1,362,5,0,3,0,0,0,0,0,0,0,1,0,81401,1,0,1,0,8801,0,1,0,58,1,215,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,2526,224,0,0,0,0,172,13436,0,8652,0,0,0,1,0,2,0,1393,0,0,0,214,0,2,997,0,2,0,35,0,0,0,0,0,0,2,0,0,0,0,1,74,94868,207,0,51201,5923,26742,0,1,0,1,3455,54,0,0,1,940,0,0,0,0,0,0,0,0,0,0,0,19885,0,0,561,0,66792,23446,1,0,119,18700,2,0,691,0,0,1,0,0,0,0,0,0,0,0,0,1,29239,8,0,0,0,637,0,1,869,0,0,1,11,0,85,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,1,1961,4,0,156280,32,1,0,2,0,0,0,0,0,0,19605,0,5,4,5716,0,1032,12266,2,0,4,0,0,0,14522,50,50,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,0,1,0,2,0,0,0
"Dpep1",0,0,384,0,0,0,0,0,0,0,0,0,1,330,0,0,4,0,0,0,0,0,0,0,3,13958,0,0,0,31,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,11,0,0,0,0,3747,0,0,8,0,0,1,43,6,0,0,0,15250,0,1,2093,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3557,0,0,0,0,0,0,0,0,0,0,0,3184,0,0,0,546,0,0,0,12410,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,150,0,0,0,15,0,5581,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,6194,0,0,0,0,239,0,0,533,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2650,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5433,0,1,0,0,0,0,624,15,0,6,0,1522,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,5,1159,0,0,0,1045,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,1808,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1518,0,0,0,0,7,0,1703,501,0,0,0,0,0,0,0,0,366,0,0,0,0,0,0,0
"Bpifa1",0,0,0,0,0,0,0,427,0,43,2538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1734,0,0,0,0,0,0,9254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,283,0,0,0,0,0,0,7344,0,0,0,0,0,0,3,2642,0,0,0,0,9112,0,12,158,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5782,0,0,8,0,0,0,0,0,0,0,0,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,0,0,0,0,0,0,0,0,0,241,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,24,0,0,0,1478,0,0,0,0,0,0,0,0,0,1270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140,0,0,0,0,0,0
"Fmod",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,822,0,0,0,0,0,0,0,0,0,0,13724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22025,0,1,0,0,0,0,0,0,3,0,0,0,46,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2395,0,0,0,0,54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,20662,0,0,0,0,0,0,5,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,4,0,0,0,0,0,0,0
"Mfap4",2809,0,679,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,2,0,0,0,0,493,0,0,14,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,0,0,0,1,1,0,1,0,0,0,0,61,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,11031,0,1,1,838,0,0,531,0,0,0,0,0,3468,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,5,0,4682,0,877,0,0,14,19726,0,0,0,1723,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,3525,0,156,0,0,0,9,0,0,0,0,0,0,0,0,0,2465,0,0,0,0,0,0,0,0,6989,0,0,0,0,153,0,0,12,2,0,0,0,0,0,1,76,0,0,0,3013,3717,0,0,0,0,1,0,0,0,0,37503,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10185,0,0,0,0,1,0,332,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,2,0,0,0,463,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,0,0,0,0,0,0,0,0,1,0,2,0,0,5122,0,0,1,0,0,0,0,0,0,0,0,3582,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,16731,0,0,0,0,0,501,0
"Enpp2",31,0,0,0,0,0,0,0,0,0,0,0,0,8053,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,1,0,8511,1,84,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,335,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,448,0,0,0,17396,0,0,0,0,0,0,0,64,0,0,0,22,0,0,36,0,0,0,0,0,0,0,0,0,0,0,3997,0,0,0,0,0,1,2,1225,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,7525,0,0,0,0,0,0,0,0,14393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,2482,0,0,0,0,0,0,0,156,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2969,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2655,0,31043,0,0,2621,0,0,0,0,0,1581,0,1,0,0,853,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2148,0,0,25,4,1,0,0,0,0,0,0,0,19,0,0,0,0,0,0,1978,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,58,0,0,0,1,0,0,0,0,0,0,0,0,0,269,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0,0,0,0,0,42,0,2961,0,0,2,1,0,0,0,0,0,0,0,521,0,0,86,1,0,0,0,0,97,1
"Gpx3",791,3,4482,0,0,1,1,349,0,0,0,0,0,8314,1,0,0,0,0,0,0,0,0,0,2,16455,0,0,0,739,0,0,0,0,5,0,0,1,2761,0,2,0,1,0,815,0,0,0,0,1,1,1,0,1,0,0,0,6,0,0,2,0,2,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,14,0,0,0,1,1,0,2,0,0,0,2,115,4,0,2,10037,0,0,9118,0,0,1,1,0,3668,0,0,3,1,1,0,0,0,5,459,0,4,0,0,0,0,0,0,5,1,1,21879,0,0,0,716,1,0,4,24409,0,3,0,5641,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,304,0,0,0,0,0,0,0,0,144,0,0,0,0,1677,0,2,6,0,0,1844,0,22,0,0,1,31,0,9575,0,0,0,0,0,0,0,10396,2,1,0,0,2,0,0,0,273,0,0,0,0,595,0,0,945,1,1,0,0,0,2,0,0,0,1,10,0,158,628,4808,1,1,0,0,87,0,0,2261,0,3,0,0,4,1,0,1,49,0,566,1,1,233,0,2,0,0,2,29,1,2,0,0,13,2,0,0,0,0,332,0,3816,0,0,0,0,1,2,1836,0,1,20,0,5,0,1,0,1,0,1,1,3895,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,3,0,1,0,1,0,3568,979,3,0,0,0,1,0,1689,0,0,0,0,1,2,0,0,55,9,0,1,0,1230,18,3,0,4,20,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,28,5,0,0,0,7,0,46,632,0,0,0,0,0,29,0,1,1729,1,0,0,0,0,0,0
"C1qa",0,1,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,438,0,1,0,0,0,0,19,0,0,1,0,0,0,2,1,0,2,0,2,8042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2914,0,76,0,0,1,0,0,1,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,376,0,0,1,0,0,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,2432,1,77,0,2,0,1,0,6496,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,267,1,1,0,0,0,0,5915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16047,0,0,0,0,325,0,0,0,5,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,1,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,83,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Nkain4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,252,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10334,0,0,0,0,0,0,0,0,3441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549,0,7316,0,0,564,0,0,0,0,0,320,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,15457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4771,0,0,0,0,0,0,0,0,0,0,0,447,0,0,0,0,0,0,0,0,0,0
"Wfdc2",0,0,0,0,0,1,0,0,0,0,5270,0,0,0,45,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4182,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,2,0,0,1,0,4313,1,0,0,0,4284,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5591,0,0,0,0,0,0,0,0,0,0,0,0,0,617,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3165,0,0,0,0,0,1,0,0,0,1712,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2572,0,0,0,0,0,0,174,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2399,0,1,0,0,0,0
